Sale Date,Sale ID,Product ID,Product Name,Product Category,Quantity Sold,Unit Price,Discount (%),Total Value (with Discount),Unit Cost,Total Cost,Gross Profit,Payment Method,Payment Status,Payment Date,Customer ID,Customer Name,Sales Channel,Sales Region,Sales Representative,Customer Rating,Shipping Cost,Delivery Status,Delivery Date
2023-11-15,f7f4e1ce-232e-4793-8116-af4a45e54b13,PRD16421,Jeans,Furniture,9,143.37,5,1225.81,89.91,809.19,416.62,Pix,Paid,2023-11-19,CUS6653,Danielle Garcia,Marketplace,Florida,Nathaniel Rodriguez II,3 stars,38.93,In Transit,
2024-08-26,40325593-af37-4d2a-88ae-245a38392959,PRD98495,Watch,Furniture,9,325.17,0,2926.53,230.71,2076.39,850.14,Bank Transfer,Pending,,CUS6750,Linda Moreno,Physical Store,Illinois,Jordan Bailey,2 stars,15.8,In Transit,
2024-01-07,f45755a7-614f-4e5f-ac23-e71f2ca8582e,PRD35405,Sofa,Clothing,2,492.35,20,787.76,386.25,772.5,15.26,Credit Card,Canceled,,CUS9106,Kevin Bentley,Physical Store,California,Lindsey Thomas,4 stars,49.42,Canceled,
2024-08-25,595a1684-d5c6-4401-bbd6-b798a17eec9c,PRD46383,Sofa,Furniture,7,147.67,15,878.64,88.15,617.05,261.59,Pix,Canceled,,CUS3949,Wanda Daniels,Online Store,Florida,Sharon Mclean,1 star,13.72,Delivered,2024-08-29
2024-05-16,b3db943e-65f7-4fd0-a81a-ee95a963e408,PRD99167,Jeans,Clothing,9,461.86,10,3741.07,292.25,2630.25,1110.82,Pix,Paid,2024-05-21,CUS9715,Alison Waters,Marketplace,Florida,Jeffrey Lewis,2 stars,15.31,Canceled,
2024-10-19,0212fc35-7f8c-4d1b-a42a-34f7d83d6284,PRD89854,Watch,Accessories,2,209.87,5,398.75,114.7,229.4,169.35,Invoice,Pending,,CUS9796,Amy Lee,Online Store,New York,Anthony Ramos,3 stars,37.45,Canceled,
2023-12-12,a41c4438-6a03-4589-aa26-8fad69e398ae,PRD29955,Sofa,Accessories,6,206.54,10,1115.32,117.59,705.54,409.78,Bank Transfer,Paid,2023-12-12,CUS1556,Stephen Rogers,Online Store,Florida,Leslie Garza,5 stars,16.8,Canceled,
2024-06-30,c97b16e9-2379-4117-845e-ec5c564591b8,PRD56451,Sofa,Appliances,8,239.09,5,1817.08,155.78,1246.24,570.84,Pix,Pending,,CUS8047,George Green,Online Store,Texas,Jay Doyle,5 stars,35.6,Delivered,2024-07-10
2024-09-21,5c9f5dd7-9458-46c6-9d88-de95c7232e47,PRD97236,Jeans,Appliances,4,344.55,10,1240.38,267.96,1071.84,168.54,Invoice,Canceled,,CUS9824,Joseph Rodriguez,Online Store,Illinois,Stacy Gross,1 star,31.9,Canceled,
2024-10-21,9f8412cc-f79e-416e-ae5b-b582e9a815c0,PRD18925,Smartphone,Clothing,9,255.14,10,2066.63,164.25,1478.25,588.38,Bank Transfer,Canceled,,CUS1979,Kyle Robinson,Marketplace,Florida,Michelle Lewis,1 star,41.36,In Transit,
2024-09-29,3d688397-c2f7-4eb9-a495-dec52a595446,PRD64463,Jeans,Furniture,3,65.53,5,186.76,41.17,123.51,63.25,Credit Card,Pending,,CUS7789,Jesse Lynch,Physical Store,California,Andre Miranda,4 stars,12.14,Canceled,
2024-05-06,b4809e46-b634-444f-a43a-177f86be4295,PRD33866,Watch,Accessories,4,456.14,5,1733.33,247.04,988.16,745.17,Invoice,Pending,,CUS6045,Ricky Mclaughlin,Physical Store,California,Kristen Jones,3 stars,26.37,Delivered,2024-05-11
2024-01-02,ce9d16cd-e4bc-49df-9076-04ecde8bc8bf,PRD21523,Jeans,Furniture,9,75.06,10,607.99,38.0,342.0,265.99,Invoice,Pending,,CUS8563,Kelly Brown MD,Online Store,Illinois,Travis Jacobson,3 stars,23.37,In Transit,
2023-11-23,bb78deda-b2ae-464c-8524-88c7ab648159,PRD42959,Smartphone,Technology,1,269.63,15,229.19,136.28,136.28,92.91,Pix,Paid,2023-11-25,CUS5741,Maria Baker,Physical Store,Texas,Thomas Jacobs,5 stars,12.84,Delivered,2023-11-24
2024-02-12,ebd2b84c-a5b1-498f-b855-78ae7387aa5b,PRD81285,Watch,Furniture,8,291.19,0,2329.52,162.55,1300.4,1029.12,Credit Card,Canceled,,CUS3644,John Garcia,Online Store,New York,John Miller,1 star,21.05,Delivered,2024-02-17
2024-04-16,ce0c10ce-26ef-4d4c-bdcb-5776c681763d,PRD75115,Coffee Maker,Furniture,8,68.85,5,523.26,40.28,322.24,201.02,Invoice,Canceled,,CUS9118,Teresa Phillips DVM,Online Store,Illinois,Jenna Haney,4 stars,13.34,Delivered,2024-04-23
2024-10-04,70900c40-2305-4018-917a-b8d73b820586,PRD42676,Jeans,Furniture,8,406.72,15,2765.7,216.69,1733.52,1032.18,Bank Transfer,Pending,,CUS3559,Todd Haas,Marketplace,New York,Christina Adams,2 stars,41.92,In Transit,
2024-09-03,047fe572-356e-4785-87ed-28d1270ac351,PRD97648,Jeans,Appliances,8,293.14,15,1993.35,219.23,1753.84,239.51,Credit Card,Canceled,,CUS5566,Terri Stephens,Marketplace,California,Nicole Jensen,2 stars,6.65,In Transit,
2024-06-07,47f930a2-d97f-4f15-b471-536ec69de14b,PRD17706,Smartphone,Furniture,4,183.35,5,696.73,110.08,440.32,256.41,Credit Card,Canceled,,CUS6518,Natalie Copeland,Physical Store,New York,Jerry White,2 stars,7.97,Canceled,
2024-06-21,78937942-ceae-4635-be09-3d4e8cbeaf9f,PRD68458,Coffee Maker,Clothing,8,413.09,20,2643.78,233.16,1865.28,778.5,Pix,Paid,2024-06-25,CUS9338,Melissa Combs,Online Store,Florida,David Joseph,5 stars,42.37,Delivered,2024-06-30
2024-06-17,fb3da1ac-6365-46ab-98f2-67e434466e88,PRD83597,Jeans,Technology,2,450.26,10,810.47,339.33,678.66,131.81,Credit Card,Canceled,,CUS2364,Sharon Bautista,Marketplace,Illinois,Samantha Davis,2 stars,49.57,In Transit,
2024-01-28,dfc8b10a-3b1e-45df-8da1-e5a1fc0dd92c,PRD86875,Coffee Maker,Appliances,6,202.73,5,1155.56,143.1,858.6,296.96,Invoice,Pending,,CUS3080,Haley Scott,Online Store,Illinois,Frank Wilson,2 stars,42.61,In Transit,
2023-12-16,f51a2c32-05e0-4f3b-89c3-b2b21b6f1504,PRD12868,Sofa,Furniture,5,148.32,20,593.28,80.96,404.8,188.48,Credit Card,Canceled,,CUS8874,Jonathan Schroeder,Physical Store,New York,Dustin Franklin,2 stars,30.78,Delivered,2023-12-25
2024-02-25,ac77b469-f9bb-4b10-83ca-223373d17739,PRD98689,Sofa,Appliances,5,124.48,0,622.4,87.43,437.15,185.25,Pix,Pending,,CUS2967,Patricia Hodge,Physical Store,Illinois,Richard Thompson,4 stars,36.98,In Transit,
2023-11-23,b978f3aa-6f85-41e3-98dd-fede8826e05f,PRD31224,Smartphone,Appliances,6,400.46,0,2402.76,300.28,1801.68,601.08,Bank Transfer,Pending,,CUS4074,Michelle Wade,Marketplace,New York,Ralph Rivera,4 stars,21.38,Canceled,
