Sale Date,Sale ID,Product ID,Product Name,Product Category,Quantity Sold,Unit Price,Discount (%),Total Value (with Discount),Unit Cost,Total Cost,Gross Profit,Payment Method,Payment Status,Payment Date,Customer ID,Customer Name,Sales Channel,Sales Region,Sales Representative,Customer Rating,Shipping Cost,Delivery Status,Delivery Date
2024-05-31,b879d7d4-d9f5-48f0-90a0-15d589623b56,PRD54876,Smartphone,Technology,4,126.94,15,431.6,86.5,346.0,85.6,Credit Card,Pending,,CUS8503,Mason Gibson,Marketplace,Illinois,Crystal Hurley,4 stars,34.94,In Transit,
2024-02-19,001afda5-d051-4ee5-907f-6e70f04190cf,PRD89953,Smartphone,Furniture,8,122.23,20,782.27,74.88,599.04,183.23,Bank Transfer,Paid,2024-02-21,CUS1183,Joseph Mccullough,Physical Store,Texas,Mark Wilkins,5 stars,8.69,In Transit,
2024-07-21,beab64af-66b7-4ed3-9a56-d01ca7728c0d,PRD13831,Jeans,Technology,3,56.75,5,161.74,40.67,122.01,39.73,Pix,Canceled,,CUS4232,Alexis Kennedy,Marketplace,Illinois,Ryan Carr,2 stars,10.14,Canceled,
2024-01-19,cc14bc33-a320-41df-97ca-ff746171701d,PRD17250,Sofa,Clothing,5,404.11,20,1616.44,280.14,1400.7,215.74,Invoice,Pending,,CUS9896,Louis Bishop,Physical Store,Illinois,Kimberly Mccoy,1 star,36.37,Canceled,
2024-05-09,72a9eba3-7bec-4c14-b377-9c8913fb156c,PRD50567,Jeans,Clothing,5,195.5,20,782.0,107.16,535.8,246.2,Bank Transfer,Canceled,,CUS6886,Eric Stewart,Marketplace,Florida,Jessica Campbell,1 star,19.19,Delivered,2024-05-16
2024-05-13,1fae4fe3-68c6-4f27-b338-27414bc28c2b,PRD99080,Watch,Clothing,7,445.68,10,2807.78,266.66,1866.62,941.16,Invoice,Pending,,CUS1181,Lisa Hicks,Physical Store,Florida,Glenn Stephens,4 stars,7.47,In Transit,
2024-02-28,8ca2e59e-e05d-47b2-8f6e-8ef44abd096c,PRD90593,Coffee Maker,Furniture,5,486.72,15,2068.56,295.18,1475.9,592.66,Credit Card,Canceled,,CUS7992,Brian Carter,Online Store,California,Kimberly Frey,4 stars,22.79,Canceled,
2024-09-03,75325522-b2c2-417f-86ad-ac2bdca8f86e,PRD83551,Smartphone,Clothing,7,354.21,20,1983.58,275.94,1931.58,52.0,Bank Transfer,Canceled,,CUS9375,Douglas Jones,Marketplace,New York,Jesse Pierce,3 stars,38.16,Canceled,
2024-09-04,6d0542be-03b7-48b0-8e65-dd9281e20f12,PRD22314,Watch,Furniture,9,282.37,10,2287.2,218.29,1964.61,322.59,Pix,Paid,2024-09-06,CUS4933,Christopher Evans,Physical Store,Texas,Raymond Smith,1 star,12.43,Canceled,
2024-09-22,d4baea2a-a75c-474d-ba83-9bb8763fdc03,PRD87634,Coffee Maker,Accessories,5,70.14,10,315.63,47.22,236.1,79.53,Bank Transfer,Canceled,,CUS7424,Jonathan Collins,Marketplace,California,Michael Hartman,3 stars,9.04,Canceled,
2024-01-16,421cc2c1-d289-41bd-99ff-0f53ec96a1d0,PRD40453,Jeans,Technology,8,345.45,0,2763.6,248.06,1984.48,779.12,Bank Transfer,Paid,2024-01-18,CUS1486,Tiffany Cochran,Marketplace,California,Matthew Miller,5 stars,5.66,In Transit,
2023-12-20,16d2e6fb-6645-4bdf-b178-8baddabdf6c9,PRD71369,Coffee Maker,Appliances,5,483.77,15,2056.02,257.74,1288.7,767.32,Credit Card,Pending,,CUS7199,Justin Patterson,Marketplace,California,Edward Shah,1 star,19.91,Delivered,2023-12-26
2024-08-10,ee82eb6f-1d1e-4db6-91d6-93e8c106e7a6,PRD45533,Smartphone,Appliances,3,281.91,15,718.87,156.14,468.42,250.45,Bank Transfer,Pending,,CUS6938,Walter Douglas,Marketplace,Illinois,Jamie Schneider,1 star,8.97,In Transit,
2024-03-16,f487d23a-378e-4bbf-baa7-e98041af88a9,PRD76335,Sofa,Appliances,5,143.17,10,644.26,81.42,407.1,237.16,Pix,Canceled,,CUS3146,Matthew Mullins,Physical Store,New York,Lisa Gregory,2 stars,25.6,In Transit,
2023-12-25,45b1a9b9-5d6c-4f02-bfbf-8206a219a356,PRD40507,Watch,Clothing,9,66.03,20,475.42,34.04,306.36,169.06,Bank Transfer,Paid,2023-12-28,CUS9908,Kevin King,Physical Store,California,Travis Leonard PhD,1 star,19.09,Delivered,2024-01-01
2024-08-07,95f9c294-b6b5-4536-89e2-db3635b1f512,PRD48945,Coffee Maker,Furniture,6,222.0,15,1132.2,173.13,1038.78,93.42,Invoice,Paid,2024-08-09,CUS8000,Brian Alvarez,Physical Store,Texas,Dr. Stephanie Brown,5 stars,5.76,In Transit,
2024-09-04,feed89ee-88f8-4998-99c0-f05d61adb91b,PRD58058,Coffee Maker,Furniture,6,216.15,20,1037.52,123.02,738.12,299.4,Pix,Canceled,,CUS7642,Jeremy Mckinney,Marketplace,New York,Darryl Chambers,3 stars,43.82,In Transit,
2024-03-20,b77c4f34-13ae-4f46-88de-a1942b164449,PRD28565,Coffee Maker,Technology,3,416.56,5,1187.2,213.85,641.55,545.65,Bank Transfer,Paid,2024-03-20,CUS3931,Colin Ray,Marketplace,California,Christopher Martin,5 stars,41.24,In Transit,
2024-08-03,a200f213-1f50-41fd-931f-aafed052f195,PRD68770,Sofa,Technology,2,67.66,10,121.79,51.41,102.82,18.97,Pix,Canceled,,CUS3154,Bryan Weiss,Online Store,California,David Mora,4 stars,37.62,Canceled,
2024-01-07,60b47920-f849-4f8f-ad14-7c7e7e9cc0c6,PRD13912,Smartphone,Furniture,6,431.55,20,2071.44,341.09,2046.54,24.9,Pix,Canceled,,CUS1404,Linda Pineda,Online Store,Illinois,William Preston,4 stars,33.05,Delivered,2024-01-13
2024-05-30,7a42e0a6-c36c-48fe-a9ce-dae2321ee0f3,PRD91316,Jeans,Clothing,8,235.01,15,1598.07,146.13,1169.04,429.03,Bank Transfer,Paid,2024-06-02,CUS4565,Sara Butler,Online Store,Illinois,Jeffery Yates,3 stars,23.11,In Transit,
2024-08-22,a11c0906-f3e9-4c4e-be2b-8017b33a2acb,PRD36846,Coffee Maker,Technology,9,411.12,5,3515.08,294.22,2647.98,867.1,Invoice,Paid,2024-08-22,CUS9314,Hunter Collins,Online Store,New York,Billy Davies,2 stars,46.78,Delivered,2024-08-26
2023-11-09,5cc0671d-9ef3-4110-af61-d98444167931,PRD28759,Coffee Maker,Clothing,4,230.48,20,737.54,143.54,574.16,163.38,Pix,Paid,2023-11-12,CUS9111,Angela Gray,Online Store,New York,Melissa Navarro,1 star,11.91,Canceled,
2023-12-26,0100e3c7-46f9-4241-a2ba-475951f3a62f,PRD90137,Sofa,Technology,7,275.32,10,1734.52,147.28,1030.96,703.56,Invoice,Pending,,CUS5088,Linda Thompson,Physical Store,California,Sydney Reeves,5 stars,42.04,In Transit,
2024-08-01,2674ac95-5856-4775-a426-a66e2d2076f1,PRD70000,Smartphone,Technology,10,214.88,15,1826.48,170.46,1704.6,121.88,Pix,Pending,,CUS5645,Jordan Long,Physical Store,Texas,Dr. Michele Dyer,3 stars,8.55,Canceled,
2024-07-19,6e7fa818-d95c-4967-9a6d-49b4a1a6062f,PRD79954,Watch,Accessories,1,227.28,20,181.82,129.16,129.16,52.66,Invoice,Paid,2024-07-24,CUS5265,James Estrada,Online Store,California,Christina Mcdaniel,3 stars,44.97,In Transit,
2024-06-28,5fec4d15-1596-4e03-a6bc-5e21a41156b9,PRD77112,Smartphone,Appliances,7,199.63,20,1117.93,144.86,1014.02,103.91,Bank Transfer,Canceled,,CUS7857,Lauren Sanchez,Online Store,California,John Martinez,4 stars,37.25,Delivered,2024-06-29
2024-10-02,b69a59bf-5286-4f7e-a623-3c10d24db959,PRD47403,Jeans,Furniture,2,443.97,20,710.35,297.46,594.92,115.43,Pix,Pending,,CUS5480,Kathryn Davis,Physical Store,New York,Natalie Sanchez,5 stars,16.61,In Transit,
2024-05-08,26a551ba-0f1c-4c0d-91c4-bfd66a23680a,PRD76553,Watch,Furniture,7,144.27,10,908.9,86.74,607.18,301.72,Credit Card,Paid,2024-05-10,CUS3417,Kelly Woodard,Physical Store,Florida,Susan Gibson,1 star,41.85,Delivered,2024-05-09
2024-10-15,d405cb76-c81c-4673-a74a-411c94fc83ab,PRD20710,Coffee Maker,Accessories,7,359.88,20,2015.33,252.76,1769.32,246.01,Bank Transfer,Paid,2024-10-19,CUS3946,Allison Brown,Online Store,California,Sharon Sanchez,4 stars,29.9,Delivered,2024-10-19
2024-04-24,696e8a21-d14e-4dc4-83a6-e657b75849aa,PRD27387,Sofa,Furniture,5,428.9,20,1715.6,276.61,1383.05,332.55,Invoice,Canceled,,CUS8587,Timothy Brown,Physical Store,Illinois,Greg Harris,3 stars,39.79,In Transit,
2024-05-13,a580f85c-f723-4981-817c-e7e8477acfe2,PRD42032,Smartphone,Appliances,8,468.84,20,3000.58,298.18,2385.44,615.14,Pix,Pending,,CUS6541,Maria Peck,Online Store,New York,Garrett Smith,3 stars,18.85,Delivered,2024-05-18
2024-03-21,0f4c58e5-73a3-48f8-9c2a-0598af34c81e,PRD36614,Sofa,Technology,8,310.88,10,2238.34,248.61,1988.88,249.46,Pix,Paid,2024-03-22,CUS9452,Randy Hayes,Online Store,Florida,Allen Kent,4 stars,21.79,Canceled,
2024-05-31,c28faeaf-450f-492c-843f-a73cf68f2682,PRD59980,Watch,Furniture,3,490.47,10,1324.27,263.6,790.8,533.47,Pix,Canceled,,CUS6436,Kimberly Potter MD,Online Store,Texas,Benjamin Owens,1 star,31.52,Delivered,2024-06-05
2024-04-26,eb468bf8-0cbe-47d8-89b3-facd086d134b,PRD80028,Sofa,Appliances,10,468.42,15,3981.57,270.67,2706.7,1274.87,Bank Transfer,Paid,2024-04-29,CUS2391,Catherine Lindsey,Online Store,California,Jacob Bautista,3 stars,18.68,In Transit,
2024-10-13,a656c0e2-82d7-4d70-9a20-e100a8367066,PRD35851,Jeans,Clothing,4,377.95,5,1436.21,213.48,853.92,582.29,Invoice,Canceled,,CUS9162,Scott Gonzalez,Marketplace,California,Ronald Davis,5 stars,26.45,Delivered,2024-10-18
2024-01-12,50c016c0-cddd-4176-97e1-c9cd3effa058,PRD14770,Coffee Maker,Clothing,1,366.68,20,293.34,207.51,207.51,85.83,Credit Card,Paid,2024-01-12,CUS4076,Erika Hubbard,Physical Store,Florida,Ryan Garcia,1 star,37.69,Delivered,2024-01-16
2023-11-28,da417a58-d3a9-4609-b391-d5e6ec820cd0,PRD12683,Coffee Maker,Appliances,9,215.08,20,1548.58,127.58,1148.22,400.36,Credit Card,Pending,,CUS7002,Cynthia Walker,Physical Store,Florida,Daniel Diaz,1 star,25.21,Delivered,2023-11-29
2024-07-28,e452510a-c91a-4374-bffa-640c887437ff,PRD31670,Watch,Appliances,2,497.68,5,945.59,300.32,600.64,344.95,Pix,Paid,2024-07-30,CUS7044,Cheryl Donovan,Online Store,Illinois,Yvonne Johnson,1 star,38.95,Delivered,2024-08-02
2024-06-12,2e83642b-7ce0-434e-8ab7-91f2b7a326a1,PRD82813,Sofa,Technology,5,464.8,0,2324.0,320.74,1603.7,720.3,Pix,Canceled,,CUS7024,Mary Frank,Physical Store,Texas,Charles Joseph,2 stars,47.4,Delivered,2024-06-19
2023-10-31,8fcd4d3a-79a9-40b1-92c6-5724f3c2749f,PRD60432,Smartphone,Accessories,1,180.1,5,171.09,92.62,92.62,78.47,Credit Card,Canceled,,CUS8417,Mary Garza,Online Store,Florida,Jackson Brown,2 stars,38.02,Canceled,
2024-10-21,2919a9c8-8039-4e8b-bbfa-ee3140fe71b0,PRD24195,Jeans,Furniture,2,421.52,0,843.04,265.22,530.44,312.6,Invoice,Canceled,,CUS8148,Tanya Sanchez,Physical Store,Illinois,Rhonda Jones,2 stars,38.02,Delivered,2024-10-26
