Sale Date,Sale ID,Product ID,Product Name,Product Category,Quantity Sold,Unit Price,Discount (%),Total Value (with Discount),Unit Cost,Total Cost,Gross Profit,Payment Method,Payment Status,Payment Date,Customer ID,Customer Name,Sales Channel,Sales Region,Sales Representative,Customer Rating,Shipping Cost,Delivery Status,Delivery Date
2023-11-18,7b535251-8727-40b0-9192-e19e6562a707,PRD62523,Jeans,Accessories,2,342.26,5,650.29,184.13,368.26,282.03,Invoice,Pending,,CUS4363,Randy Sexton,Marketplace,Texas,Chelsea Tate,2 stars,38.27,Canceled,
2024-03-29,bce4889d-f197-4d7d-96d8-0fdb2e10d948,PRD37183,Watch,Furniture,9,355.29,15,2717.97,240.78,2167.02,550.95,Bank Transfer,Paid,2024-04-03,CUS9264,Natalie Gonzalez,Physical Store,Florida,Jordan Banks,2 stars,14.75,Canceled,
2024-03-07,161636b6-b0ab-43df-989e-169eab8df700,PRD76247,Smartphone,Clothing,7,101.29,10,638.13,54.31,380.17,257.96,Bank Transfer,Pending,,CUS5134,Mr. Douglas Taylor,Marketplace,Texas,David Taylor,2 stars,46.87,Canceled,
2023-10-29,b10bffc4-1d19-4ee2-90ab-795fe5bf28a2,PRD18113,Watch,Furniture,6,301.86,0,1811.16,230.62,1383.72,427.44,Invoice,Paid,2023-11-02,CUS6957,Mary Floyd,Physical Store,New York,Virginia Juarez,2 stars,39.45,In Transit,
2024-04-17,4977f0b2-8c11-4465-bc81-5e64885457ae,PRD14112,Watch,Appliances,8,85.86,0,686.88,50.96,407.68,279.2,Credit Card,Canceled,,CUS3636,Alicia Wilson,Physical Store,New York,John Baker,5 stars,26.85,Canceled,
2024-01-10,3e6aaa16-d80f-4f14-8019-609ff8d4d58f,PRD22543,Watch,Furniture,3,257.86,5,734.9,172.82,518.46,216.44,Invoice,Paid,2024-01-14,CUS3842,Jacob Carter,Marketplace,California,Kristina Irwin,3 stars,31.99,In Transit,
2024-08-29,b32be0d1-f166-4d83-b282-81f7ae0d5c3b,PRD90369,Sofa,Clothing,3,410.51,5,1169.95,252.24,756.72,413.23,Pix,Pending,,CUS7669,Robert Pratt,Physical Store,California,Patrick Lopez,4 stars,9.86,Canceled,
2024-04-08,b7ca5935-2535-4646-8fee-9dcfcc7dea20,PRD15311,Smartphone,Technology,3,187.06,0,561.18,117.02,351.06,210.12,Bank Transfer,Canceled,,CUS1809,Mr. Peter Mcgee Jr.,Online Store,New York,Christopher Chan,1 star,23.42,Canceled,
2024-05-24,2ae0202f-d874-47c0-8f01-3e087480cc33,PRD24792,Watch,Accessories,10,401.5,10,3613.5,314.04,3140.4,473.1,Bank Transfer,Paid,2024-05-29,CUS2968,Christy Mason,Online Store,Texas,Michael Matthews,4 stars,21.79,Delivered,2024-05-31
2024-05-22,b252dcf7-0eb8-4434-b68a-241faa9484cb,PRD44534,Watch,Technology,2,344.24,15,585.21,268.66,537.32,47.89,Invoice,Pending,,CUS5791,Amanda Gonzalez,Marketplace,Illinois,Lori Rivera,2 stars,36.62,In Transit,
2024-08-06,1df5dd30-a114-41be-9c51-f614feb8974c,PRD40565,Smartphone,Clothing,7,430.19,0,3011.33,322.03,2254.21,757.12,Credit Card,Paid,2024-08-10,CUS4283,David Cunningham,Marketplace,New York,Alex Chapman,3 stars,27.68,In Transit,
2024-05-27,28761984-2fcc-4455-8d01-2aa5a4c07739,PRD39933,Watch,Accessories,8,170.23,0,1361.84,95.56,764.48,597.36,Invoice,Paid,2024-05-27,CUS3050,Allison Hood,Physical Store,Texas,Sherry Powell,4 stars,20.35,Delivered,2024-05-28
2024-05-26,48364653-b801-4aee-a403-83f9803c3980,PRD27118,Smartphone,Furniture,1,98.13,5,93.22,53.51,53.51,39.71,Credit Card,Paid,2024-05-27,CUS7227,Tammy Morgan DDS,Online Store,Illinois,Kayla Rogers,1 star,42.4,In Transit,
