Sale Date,Sale ID,Product ID,Product Name,Product Category,Quantity Sold,Unit Price,Discount (%),Total Value (with Discount),Unit Cost,Total Cost,Gross Profit,Payment Method,Payment Status,Payment Date,Customer ID,Customer Name,Sales Channel,Sales Region,Sales Representative,Customer Rating,Shipping Cost,Delivery Status,Delivery Date
2024-08-15,2bd991c8-4912-4a18-bdda-7548a2f57759,PRD22626,Watch,Furniture,1,154.67,20,123.74,94.54,94.54,29.2,Credit Card,Canceled,,CUS8050,Lauren Barton,Marketplace,California,Megan Rodgers,2 stars,30.21,Delivered,2024-08-19
2024-10-17,0dbb00ec-985b-4181-a1e2-b87e872d3794,PRD63941,Watch,Appliances,7,485.96,15,2891.46,325.3,2277.1,614.36,Invoice,Pending,,CUS8789,Shannon Massey,Marketplace,Florida,Tony Torres,4 stars,40.22,Canceled,
2024-06-13,977c2477-f4eb-40f6-801a-7797ae411cac,PRD97929,Sofa,Furniture,2,429.29,5,815.65,301.04,602.08,213.57,Invoice,Canceled,,CUS8196,William Malone,Physical Store,California,Daniel Adams,2 stars,11.41,Delivered,2024-06-23
2024-01-07,ce832bc1-76a9-4297-839b-f0985d5b1740,PRD46470,Jeans,Accessories,6,269.16,0,1614.96,158.99,953.94,661.02,Bank Transfer,Paid,2024-01-08,CUS9115,Julia Martinez,Marketplace,New York,Jim Mccoy,4 stars,34.38,In Transit,
2024-10-15,7c0db1aa-2710-46cd-9c55-a95dbecd83b2,PRD54241,Coffee Maker,Appliances,7,495.34,20,2773.9,346.32,2424.24,349.66,Pix,Pending,,CUS7166,Ashley Stephens,Marketplace,Texas,Jose Wright,3 stars,25.39,Canceled,
2024-04-10,5a0e54e5-30f5-4caa-b8d1-428f92b1110d,PRD58619,Jeans,Appliances,2,263.65,5,500.93,208.57,417.14,83.79,Invoice,Paid,2024-04-14,CUS9769,Christina Middleton,Marketplace,California,Mark Mahoney,2 stars,44.18,In Transit,
2024-01-15,bcdd3cd7-ced4-4327-9c63-65a563a77824,PRD74795,Jeans,Furniture,1,289.83,5,275.34,175.44,175.44,99.9,Credit Card,Paid,2024-01-15,CUS8061,Elizabeth Stephenson,Marketplace,Florida,Brandon Pruitt,1 star,26.27,In Transit,
2024-04-01,bde31075-757c-4341-93d6-bc830770cf87,PRD69594,Smartphone,Appliances,5,78.95,20,315.8,48.07,240.35,75.45,Pix,Canceled,,CUS2371,Amy Woods,Marketplace,Texas,Melissa Chang,2 stars,49.99,Delivered,2024-04-04
2024-07-16,6ac6b0e2-8438-4129-a2db-371b49230719,PRD64405,Jeans,Furniture,4,454.2,5,1725.96,345.67,1382.68,343.28,Invoice,Pending,,CUS3789,James Love,Online Store,Texas,Benjamin Young,1 star,24.13,Canceled,
2024-10-24,d86abeeb-d105-4f77-99b3-06f6eeac2d11,PRD89205,Sofa,Clothing,3,304.45,10,822.01,187.74,563.22,258.79,Credit Card,Paid,2024-10-27,CUS5609,Richard Martinez,Marketplace,New York,Carlos Wyatt,2 stars,39.35,In Transit,
2024-06-13,1c5af3ac-5ad2-4dda-92fa-5142b41e8432,PRD14051,Coffee Maker,Accessories,2,175.27,15,297.96,127.68,255.36,42.6,Credit Card,Pending,,CUS3635,Justin Gardner,Physical Store,Illinois,Ashley Woods,3 stars,38.88,In Transit,
2024-05-24,c9df2095-c120-4b2d-adf2-f8e3fdc2b6ec,PRD92326,Coffee Maker,Technology,2,50.37,20,80.59,34.61,69.22,11.37,Invoice,Paid,2024-05-24,CUS6808,Suzanne Bell,Online Store,Illinois,Timothy Young,1 star,32.43,Canceled,
2024-03-25,e2ea00e3-cbb8-447e-9a94-f1a3cadef399,PRD10317,Coffee Maker,Technology,9,378.44,10,3065.36,197.08,1773.72,1291.64,Bank Transfer,Canceled,,CUS3606,Jennifer Williams,Online Store,Florida,Sabrina Powers,1 star,15.46,Delivered,2024-04-03
2024-10-03,e8626ee5-6ad2-4754-98e4-dd5e23d5ab6f,PRD92211,Smartphone,Furniture,5,298.77,20,1195.08,157.77,788.85,406.23,Pix,Canceled,,CUS4604,Tara Lopez,Online Store,Texas,Robert Franklin,1 star,27.27,Canceled,
2024-01-26,38fd298d-88a6-4a63-b0a5-94c29484a151,PRD19740,Sofa,Furniture,3,98.83,15,252.02,71.72,215.16,36.86,Pix,Pending,,CUS8749,William Cole,Physical Store,Illinois,Evelyn Hernandez,1 star,11.98,Canceled,
2024-07-10,0dee62d5-a191-49ec-8c7e-30c3f2f68dd8,PRD28356,Smartphone,Furniture,6,139.1,5,792.87,90.86,545.16,247.71,Bank Transfer,Paid,2024-07-15,CUS4858,William Smith,Physical Store,California,Elizabeth Woodard,5 stars,48.07,Delivered,2024-07-13
2024-08-31,4f663866-4655-49cb-84e7-4c2132bc80ba,PRD85260,Smartphone,Appliances,5,342.52,0,1712.6,222.96,1114.8,597.8,Pix,Paid,2024-08-31,CUS7264,Anthony Conway,Physical Store,Florida,Laura Perry,1 star,31.29,Delivered,2024-09-04
2024-08-20,eca7ec4d-6a96-42d7-a68e-688bab9a5f34,PRD17913,Watch,Technology,6,281.29,20,1350.19,145.06,870.36,479.83,Credit Card,Pending,,CUS5780,Henry Brown,Physical Store,California,Christina Mitchell,2 stars,7.51,In Transit,
2024-09-12,13051826-4a46-4b39-aba5-0818dd5d4336,PRD46761,Watch,Clothing,3,209.24,0,627.72,147.86,443.58,184.14,Bank Transfer,Paid,2024-09-17,CUS3862,John Lewis,Online Store,Texas,Daryl Hansen,3 stars,16.27,Canceled,
2024-09-10,1745e048-27a4-468a-8357-765457161013,PRD49732,Watch,Appliances,5,99.35,0,496.75,64.61,323.05,173.7,Pix,Paid,2024-09-11,CUS7257,Geoffrey Golden,Marketplace,New York,Bethany Meyer,4 stars,13.76,In Transit,
2024-08-01,4eacc242-e059-4a05-b9c6-68c76e503804,PRD39391,Jeans,Clothing,2,225.03,20,360.05,132.31,264.62,95.43,Invoice,Canceled,,CUS6461,Jeffrey Glover,Online Store,Texas,Bethany Hoffman,2 stars,11.94,Canceled,
2024-04-17,d2fd4acb-cdbf-47ce-873c-d32b161c9fd9,PRD12696,Jeans,Furniture,7,322.69,10,2032.95,245.88,1721.16,311.79,Invoice,Paid,2024-04-19,CUS2759,Jackie Richards,Marketplace,Texas,Tracey Valdez,5 stars,46.03,Delivered,2024-04-26
2024-05-07,d295a5f4-84ec-4edb-a56e-1d62cda9d32b,PRD19932,Smartphone,Clothing,4,306.84,15,1043.26,221.75,887.0,156.26,Invoice,Pending,,CUS4510,Jessica Austin,Physical Store,California,Mr. Austin Castro,1 star,12.54,In Transit,
2024-06-21,ae493a82-5809-4929-bf6a-a6fd1ca7eda5,PRD88898,Coffee Maker,Furniture,1,112.48,10,101.23,63.13,63.13,38.1,Pix,Pending,,CUS9199,Tyler Mccarty,Physical Store,Florida,Robert Ramirez,1 star,38.84,Delivered,2024-06-26
2024-02-19,1735b573-a48f-4a6b-9744-fab0ed66972e,PRD78349,Sofa,Furniture,1,76.0,15,64.6,41.18,41.18,23.42,Bank Transfer,Pending,,CUS8550,Amber Gonzales,Physical Store,Florida,Hannah Cruz,3 stars,22.23,Canceled,
