Sale Date,Sale ID,Product ID,Product Name,Product Category,Quantity Sold,Unit Price,Discount (%),Total Value (with Discount),Unit Cost,Total Cost,Gross Profit,Payment Method,Payment Status,Payment Date,Customer ID,Customer Name,Sales Channel,Sales Region,Sales Representative,Customer Rating,Shipping Cost,Delivery Status,Delivery Date
2024-10-02,8192699b-ad82-40ef-a8e5-a7989ed52573,PRD98475,Coffee Maker,Appliances,6,275.7,0,1654.2,180.09,1080.54,573.66,Bank Transfer,Paid,2024-10-03,CUS3320,Bryan Newton,Marketplace,Illinois,Matthew Knight,3 stars,24.59,Delivered,2024-10-09
2024-08-28,20880b5f-cf2c-4e64-8b77-61c4f90ac99c,PRD50605,Smartphone,Appliances,4,119.57,15,406.54,69.59,278.36,128.18,Invoice,Paid,2024-09-01,CUS9987,Barbara Rodriguez,Marketplace,California,Jose Mejia,3 stars,37.73,In Transit,
2024-01-21,6c337b48-6680-4434-a758-4289a2939978,PRD50701,Coffee Maker,Furniture,8,253.72,20,1623.81,134.97,1079.76,544.05,Credit Card,Pending,,CUS2525,Keith Chavez,Online Store,New York,Tiffany Peterson,2 stars,49.0,Canceled,
2024-05-07,f8c32cd4-40ec-4aec-b51b-5150994177aa,PRD68257,Smartphone,Furniture,1,142.74,15,121.33,96.68,96.68,24.65,Invoice,Pending,,CUS1871,Corey Carter,Marketplace,New York,Colleen Kaufman,2 stars,48.48,Delivered,2024-05-17
2023-11-06,d04ab686-aa1b-4fbc-a5ab-14598fb75dc9,PRD37760,Sofa,Furniture,2,207.62,10,373.72,145.71,291.42,82.3,Invoice,Canceled,,CUS8626,Tiffany Dyer,Marketplace,New York,Nicholas Anderson,5 stars,39.65,Canceled,
2024-06-09,73884cff-60cb-4348-aea7-2e02d6eeb8b6,PRD40791,Jeans,Appliances,1,434.06,15,368.95,226.17,226.17,142.78,Bank Transfer,Paid,2024-06-12,CUS5007,Kathryn Mitchell,Online Store,New York,Karen Adams,4 stars,23.66,In Transit,
2024-10-12,2dff8318-e3ac-42da-b876-51b3d54e817f,PRD83033,Jeans,Clothing,1,175.73,10,158.16,135.95,135.95,22.21,Pix,Pending,,CUS1743,Colleen Edwards,Online Store,California,Kimberly Kim,5 stars,15.15,In Transit,
2024-09-08,96e8e77d-b54e-4f57-9c34-dc4ad4280ffd,PRD84814,Watch,Appliances,3,464.89,15,1185.47,267.06,801.18,384.29,Pix,Paid,2024-09-11,CUS1537,Alejandro Patterson,Physical Store,Illinois,Amy Kirk,5 stars,35.67,Canceled,
2024-03-19,c782d6f5-86c8-4396-b98c-e6fe98bb8bbc,PRD68680,Sofa,Clothing,3,218.35,10,589.54,151.61,454.83,134.71,Pix,Paid,2024-03-20,CUS6937,Brittney Graves,Physical Store,California,Cynthia Wilson,5 stars,10.99,Canceled,
2024-01-27,a6b684e8-0c46-4fed-b135-a93a0a2f5029,PRD40223,Sofa,Furniture,9,348.81,0,3139.29,262.53,2362.77,776.52,Invoice,Canceled,,CUS2100,Kristin Tran,Marketplace,California,Katherine Terrell,2 stars,14.65,Delivered,2024-02-03
2024-09-27,483b35c7-7962-46a0-8bc8-09193c4f3ea6,PRD30947,Jeans,Clothing,1,395.68,20,316.54,253.07,253.07,63.47,Invoice,Pending,,CUS4516,Kristina Henson,Physical Store,Illinois,Joseph Baldwin,1 star,34.12,In Transit,
2024-08-07,af198db3-ac6a-47f5-9a9a-b3a5400f004a,PRD39368,Coffee Maker,Technology,6,340.58,0,2043.48,233.58,1401.48,642.0,Bank Transfer,Canceled,,CUS8408,Rebecca Carr,Physical Store,New York,Brandi Branch,3 stars,31.87,Canceled,
2024-08-11,db294f0c-8578-4a69-b8d2-decb0f1032c0,PRD70460,Jeans,Accessories,4,298.07,0,1192.28,166.78,667.12,525.16,Pix,Canceled,,CUS5129,Tami Ballard,Online Store,New York,Diamond Stevens,1 star,21.25,In Transit,
2024-01-27,fd0700b6-538c-4ee8-8808-978ab1fec1fc,PRD71631,Coffee Maker,Appliances,5,260.47,15,1107.0,161.8,809.0,298.0,Credit Card,Pending,,CUS9380,Victor Rogers,Marketplace,Florida,Mark Harrison,3 stars,20.22,Canceled,
2024-06-22,b1cb881d-e3cc-427a-bdb1-1359af94969e,PRD35647,Coffee Maker,Furniture,7,276.24,5,1837.0,162.18,1135.26,701.74,Bank Transfer,Paid,2024-06-26,CUS9279,Christine Chavez,Online Store,California,Ashley Dominguez,2 stars,24.68,In Transit,
2024-04-11,00d79446-417a-4a12-933b-e42cb3bd35fc,PRD73847,Watch,Technology,6,57.69,5,328.83,45.23,271.38,57.45,Pix,Canceled,,CUS2971,Yvonne Beasley,Online Store,New York,Mindy Snyder,4 stars,38.14,In Transit,
2024-08-01,daf6afa2-ded1-40e2-bcdf-b40dd6fbd820,PRD60766,Coffee Maker,Appliances,9,325.85,5,2786.02,184.29,1658.61,1127.41,Credit Card,Canceled,,CUS7388,Michael Hodges,Online Store,California,Tracey Martin,1 star,5.12,In Transit,
2024-04-06,4c0b2e89-643d-4c7c-9a42-6f7244fc29c6,PRD87086,Coffee Maker,Clothing,6,458.74,5,2614.82,341.0,2046.0,568.82,Credit Card,Paid,2024-04-09,CUS7236,Nicolas Williams,Marketplace,Texas,David Manning,5 stars,37.11,Canceled,
2024-10-03,747f4815-207d-4b7c-bd37-3b3a0c67705b,PRD17086,Jeans,Furniture,8,163.24,0,1305.92,101.39,811.12,494.8,Credit Card,Pending,,CUS1233,Amanda Bradshaw,Physical Store,Illinois,Robert Johnston,1 star,19.72,Delivered,2024-10-05
2024-07-25,1eb1b99b-2852-4dc7-bafc-cef8355cf113,PRD41235,Smartphone,Furniture,6,374.17,5,2132.77,220.16,1320.96,811.81,Invoice,Canceled,,CUS7383,Debbie Bolton,Online Store,Florida,Tina Peterson,3 stars,22.28,Delivered,2024-07-30
2024-03-25,df51d3b7-4d13-4eb8-a02a-9da8a26e075c,PRD35843,Watch,Appliances,3,392.59,15,1001.1,257.18,771.54,229.56,Credit Card,Pending,,CUS3750,Adam Mann,Physical Store,California,Christina Chaney,5 stars,22.18,Canceled,
2024-01-06,c488a063-093f-4de8-9100-8f648837c549,PRD79407,Smartphone,Furniture,3,385.81,5,1099.56,306.13,918.39,181.17,Invoice,Canceled,,CUS7429,Michael White,Physical Store,Texas,Karen Bush,2 stars,28.78,Canceled,
2024-02-13,588a139a-be5a-4264-aea4-c9f4a5b4f0e1,PRD16039,Coffee Maker,Technology,8,313.72,10,2258.78,187.38,1499.04,759.74,Credit Card,Canceled,,CUS6098,Erica Castillo,Online Store,Texas,Anthony Nunez,5 stars,46.72,Canceled,
2024-01-10,94b99c8f-9bad-43e9-a311-f13075ca8e07,PRD72368,Watch,Furniture,6,151.22,20,725.86,79.78,478.68,247.18,Pix,Canceled,,CUS9801,Erik Hall,Marketplace,California,Daniel Gordon,5 stars,27.5,In Transit,
2024-05-19,d8262735-04f8-4639-8710-911c92cdde6e,PRD69342,Coffee Maker,Accessories,5,135.74,10,610.83,93.7,468.5,142.33,Pix,Canceled,,CUS8457,Jessica Wu,Marketplace,New York,Steven Watson,3 stars,38.07,Canceled,
2024-02-28,72dd7546-517b-474a-8dda-2426c1c370c2,PRD13427,Watch,Furniture,8,249.75,15,1698.3,127.19,1017.52,680.78,Pix,Canceled,,CUS8702,Emily Ibarra,Marketplace,Florida,Christopher Johnson,4 stars,43.88,In Transit,
2024-04-18,0c4ff0a3-fe54-4585-8e7b-2e7a6e0f53ad,PRD87217,Sofa,Technology,8,118.5,0,948.0,93.01,744.08,203.92,Credit Card,Canceled,,CUS5556,Eric Rose,Online Store,Illinois,Caitlyn Colon,2 stars,16.69,In Transit,
2023-11-27,21862061-ac52-4da6-81b7-3afc30a399a5,PRD24563,Sofa,Technology,5,294.39,0,1471.95,225.17,1125.85,346.1,Pix,Paid,2023-12-02,CUS5152,Joshua White,Marketplace,New York,Allison Murphy,1 star,47.23,Canceled,
2024-10-03,1d083e3d-9bad-41cf-9086-cce538dbe5aa,PRD85183,Coffee Maker,Clothing,1,136.23,15,115.8,87.05,87.05,28.75,Credit Card,Canceled,,CUS2971,April Henderson,Marketplace,Illinois,Jane Perry,4 stars,41.94,Canceled,
2023-10-28,7bbbe3e7-a813-4afa-bc15-fabefd184d5b,PRD64905,Sofa,Accessories,9,486.9,10,3943.89,268.88,2419.92,1523.97,Invoice,Pending,,CUS1951,Anthony Parker,Physical Store,New York,Michelle Snow,3 stars,38.54,Delivered,2023-11-07
2023-12-31,3685e029-e55c-4296-b410-bd707eac6099,PRD45109,Sofa,Appliances,4,355.16,5,1349.61,270.82,1083.28,266.33,Pix,Canceled,,CUS8917,Laura Mckenzie,Marketplace,California,Nicole Horton,3 stars,43.78,Delivered,2024-01-10
2024-08-22,3bc92feb-94b8-4f05-88f7-b9076f61dafc,PRD41375,Coffee Maker,Clothing,2,351.55,5,667.94,193.66,387.32,280.62,Credit Card,Pending,,CUS9541,James Branch,Marketplace,Florida,Elizabeth Baxter,3 stars,20.77,In Transit,
2023-12-12,f013574a-8629-4d6d-9295-46d514cda71e,PRD13252,Sofa,Furniture,3,442.33,0,1326.99,333.7,1001.1,325.89,Pix,Pending,,CUS4736,William Lester,Physical Store,New York,Rachel Sherman,1 star,28.49,Canceled,
2024-09-22,590e58c0-1da6-414c-aed3-921ff6f4cea2,PRD96523,Jeans,Clothing,6,76.82,0,460.92,57.3,343.8,117.12,Bank Transfer,Pending,,CUS7708,Shannon Brady,Online Store,Texas,Mikayla Johnson,1 star,26.61,Delivered,2024-10-02
2024-02-07,3c7c5b43-a30b-40c1-87f4-f1b32db6a54e,PRD39997,Sofa,Technology,2,385.71,10,694.28,268.07,536.14,158.14,Credit Card,Paid,2024-02-10,CUS2161,Marie Gonzales,Online Store,New York,Logan Butler,1 star,48.4,In Transit,
2024-02-12,e65235aa-ae5c-4077-8cd0-7d1cb0b5803e,PRD76217,Watch,Technology,8,152.95,5,1162.42,117.89,943.12,219.3,Bank Transfer,Pending,,CUS7654,Bruce Golden,Online Store,Florida,Robert Perry,1 star,23.17,Delivered,2024-02-15
