Sale Date,Sale ID,Product ID,Product Name,Product Category,Quantity Sold,Unit Price,Discount (%),Total Value (with Discount),Unit Cost,Total Cost,Gross Profit,Payment Method,Payment Status,Payment Date,Customer ID,Customer Name,Sales Channel,Sales Region,Sales Representative,Customer Rating,Shipping Cost,Delivery Status,Delivery Date
2024-03-03,8a5932c2-1af5-4fc3-be95-cc5977693ae7,PRD88557,Coffee Maker,Appliances,2,313.68,0,627.36,192.29,384.58,242.78,Pix,Pending,,CUS8018,Catherine West,Physical Store,Texas,Kristin Bartlett PhD,2 stars,30.84,Delivered,2024-03-08
2023-12-06,d3eccc81-2503-498e-8673-a9e18f164efe,PRD43499,Smartphone,Clothing,4,318.52,10,1146.67,251.37,1005.48,141.19,Pix,Canceled,,CUS2525,Matthew Watson,Marketplace,Texas,Melanie Robinson,1 star,23.5,Canceled,
2023-12-07,0f4b061f-5804-45b4-8742-1f49a58e2ddd,PRD60294,Coffee Maker,Furniture,8,355.49,10,2559.53,191.33,1530.64,1028.89,Pix,Paid,2023-12-10,CUS3487,Melissa Martin,Online Store,California,Sarah Davis,5 stars,43.48,Canceled,
2024-03-31,1c51cde8-4a26-4595-98d6-f9c07e7454c7,PRD37217,Watch,Technology,2,215.01,5,408.52,153.35,306.7,101.82,Bank Transfer,Canceled,,CUS9669,Teresa Burton,Physical Store,New York,Dawn Williams,3 stars,7.36,Canceled,
2024-08-25,01ecd828-e14d-47f7-a14a-dd9d39ae1c2f,PRD62653,Smartphone,Furniture,2,71.54,15,121.62,51.08,102.16,19.46,Invoice,Paid,2024-08-29,CUS2290,Katherine Ramos,Online Store,Florida,Richard Warren,3 stars,31.71,Canceled,
2024-05-26,67be32c3-7a6c-4cf6-86ac-1770405dd64c,PRD38521,Watch,Accessories,7,95.62,20,535.47,75.99,531.93,3.54,Credit Card,Canceled,,CUS6227,William Lopez,Online Store,New York,Kristin Howard,1 star,33.78,In Transit,
2024-03-26,7b678b78-9796-430d-8fbb-9d6fa742e046,PRD73876,Smartphone,Technology,7,62.47,5,415.43,48.17,337.19,78.24,Pix,Pending,,CUS8870,Bryan Simon,Physical Store,California,Mrs. Anita Clark,2 stars,32.45,Canceled,
2023-11-13,3d3233a6-57f6-42a6-ac0d-6b0e2ee1d36e,PRD43392,Sofa,Technology,8,217.13,10,1563.34,110.77,886.16,677.18,Bank Transfer,Pending,,CUS4210,Eric Mitchell,Online Store,Illinois,Jaime Owens,3 stars,28.05,Canceled,
2024-10-02,6814ad30-374c-4774-b7b2-3ebd405f1155,PRD15313,Jeans,Furniture,6,411.08,10,2219.83,327.91,1967.46,252.37,Bank Transfer,Paid,2024-10-03,CUS4777,Arthur Guerrero,Physical Store,Illinois,Alexander Villegas,3 stars,5.15,Delivered,2024-10-08
2024-05-05,41307475-a615-442e-8889-522cedb34b9a,PRD65599,Smartphone,Furniture,9,443.47,0,3991.23,264.59,2381.31,1609.92,Bank Transfer,Canceled,,CUS7689,Sarah Johnson DDS,Physical Store,New York,Brian Hall,2 stars,29.53,Canceled,
2024-02-06,2ca1f36f-26f0-490f-b569-fca00a1e611d,PRD45783,Smartphone,Technology,10,396.96,15,3374.16,248.12,2481.2,892.96,Pix,Paid,2024-02-07,CUS5830,Curtis Heath,Marketplace,California,Vanessa Howard,1 star,38.17,Canceled,
