Sale Date,Sale ID,Product ID,Product Name,Product Category,Quantity Sold,Unit Price,Discount (%),Total Value (with Discount),Unit Cost,Total Cost,Gross Profit,Payment Method,Payment Status,Payment Date,Customer ID,Customer Name,Sales Channel,Sales Region,Sales Representative,Customer Rating,Shipping Cost,Delivery Status,Delivery Date
2024-07-15,c81a43d7-0120-4420-8d96-3144f2957792,PRD37944,Smartphone,Accessories,8,446.96,20,2860.54,319.14,2553.12,307.42,Credit Card,Canceled,,CUS6614,Sandra Frost,Physical Store,California,Randy Mcpherson,4 stars,28.24,Canceled,
2024-04-04,12668cdc-6131-455b-b2ba-71104a007067,PRD50263,Jeans,Technology,10,395.42,15,3361.07,274.01,2740.1,620.97,Credit Card,Pending,,CUS8284,Jesse Rodriguez,Online Store,Texas,Kimberly Anderson,2 stars,34.63,In Transit,
2024-07-19,f40ef7b7-294b-4aa2-bdd3-c1f4378deae4,PRD99405,Sofa,Accessories,10,224.06,0,2240.6,149.46,1494.6,746.0,Credit Card,Canceled,,CUS4897,Dr. Charles Valdez,Physical Store,Illinois,Katie Bell,2 stars,42.36,Canceled,
2024-08-22,6f50e323-e301-484a-9d67-55e455fa6e86,PRD25767,Coffee Maker,Clothing,6,330.44,5,1883.51,173.94,1043.64,839.87,Bank Transfer,Canceled,,CUS9110,Justin Washington,Online Store,Texas,Sarah Miller,2 stars,37.55,In Transit,
2024-02-17,bd1efa13-85d1-4397-9d43-300ad4379d74,PRD23928,Sofa,Appliances,2,296.09,0,592.18,216.25,432.5,159.68,Bank Transfer,Pending,,CUS3928,Kevin Mosley MD,Marketplace,Texas,Caroline Santiago,4 stars,27.78,Delivered,2024-02-27
2024-08-22,40d5c57f-a977-4bda-99c2-e3821b9ac61e,PRD80029,Coffee Maker,Furniture,6,79.69,20,382.51,60.41,362.46,20.05,Bank Transfer,Canceled,,CUS3877,Donna Arnold,Online Store,Illinois,Amy Snyder,4 stars,31.33,Canceled,
2024-08-18,a1761e59-815e-4606-85fc-717a78ef0b25,PRD93028,Smartphone,Technology,10,100.42,20,803.36,66.61,666.1,137.26,Credit Card,Paid,2024-08-18,CUS9168,Victoria Williams,Marketplace,Texas,Jill Poole,2 stars,9.6,Canceled,
2024-01-16,b55e61e8-1afe-4659-827d-f8b2d657a45b,PRD80419,Coffee Maker,Furniture,9,436.0,10,3531.6,296.48,2668.32,863.28,Invoice,Canceled,,CUS2708,Brittany Wilson,Physical Store,Texas,Jennifer Alexander,5 stars,9.83,In Transit,
2024-07-13,407f1545-d3f7-4433-8fa9-71965160514f,PRD45534,Watch,Furniture,1,344.69,15,292.99,232.9,232.9,60.09,Credit Card,Paid,2024-07-14,CUS8311,Amanda Caldwell,Physical Store,New York,Mary Hardy,2 stars,17.01,Delivered,2024-07-19
2024-04-18,aa3ed972-4806-43c7-8db5-44382b978c3d,PRD94370,Sofa,Accessories,3,148.58,15,378.88,89.27,267.81,111.07,Pix,Pending,,CUS1157,Jason Ramirez,Marketplace,Illinois,Christopher Griffin,3 stars,26.5,Delivered,2024-04-20
2024-09-16,899dcc9d-c5cc-4817-bc7d-27cbc799e8a3,PRD35041,Smartphone,Technology,5,497.79,15,2115.61,309.74,1548.7,566.91,Pix,Pending,,CUS2961,Lynn Smith,Physical Store,Illinois,Lori Barnes,4 stars,37.69,Delivered,2024-09-19
2023-12-24,8627806a-3c7f-4bfd-b47a-e6e06746da02,PRD65482,Jeans,Technology,1,112.38,20,89.9,77.89,77.89,12.01,Invoice,Pending,,CUS6426,Susan Townsend,Online Store,Illinois,Billy Thompson,5 stars,18.32,In Transit,
2024-06-22,5bf1a530-0089-46cb-9be7-8e729e89b845,PRD95484,Watch,Technology,8,111.83,0,894.64,66.52,532.16,362.48,Invoice,Canceled,,CUS4116,Sandra Anderson,Physical Store,Florida,Andrew Cain,4 stars,11.88,Canceled,
2024-03-09,31a20484-1ad9-4de7-89d1-838903d6a5fc,PRD89463,Sofa,Furniture,4,303.78,20,972.1,182.38,729.52,242.58,Invoice,Canceled,,CUS3112,Charles James,Marketplace,California,Caitlin Cooke,4 stars,28.4,Delivered,2024-03-18
2024-09-14,80b3af89-18b9-471e-b35c-39507d53b396,PRD40015,Sofa,Appliances,2,435.08,5,826.65,229.04,458.08,368.57,Bank Transfer,Pending,,CUS4502,Dustin Archer,Physical Store,Florida,Raymond Murphy,5 stars,47.08,Canceled,
2024-02-26,a259facd-919b-45ab-8421-c9efea8eaf71,PRD52294,Smartphone,Technology,4,287.3,0,1149.2,187.99,751.96,397.24,Credit Card,Paid,2024-02-26,CUS8483,Jennifer French,Marketplace,Texas,Gavin Warren,2 stars,49.65,Canceled,
2024-04-10,25a41d25-b93a-46cb-83f2-0faabcaf848c,PRD84683,Sofa,Furniture,2,227.76,20,364.42,156.25,312.5,51.92,Pix,Canceled,,CUS2658,Edward Weeks,Physical Store,California,John Tran,1 star,17.59,In Transit,
2024-05-16,71d50009-4d1b-4798-92be-d02205cffba0,PRD26863,Coffee Maker,Accessories,5,311.72,20,1246.88,190.32,951.6,295.28,Bank Transfer,Canceled,,CUS4748,Ashley Weber,Physical Store,California,Jennifer Bryant,3 stars,11.7,In Transit,
2024-02-07,ade595f4-1cf0-4aa2-b3f9-a286af43e12b,PRD93780,Sofa,Appliances,3,177.44,5,505.7,119.46,358.38,147.32,Pix,Paid,2024-02-07,CUS2811,Maureen Rogers,Physical Store,Texas,Justin Hughes,2 stars,24.63,In Transit,
2024-02-10,1411eb56-b80d-495c-a039-65b725e93df3,PRD22282,Coffee Maker,Furniture,10,243.26,15,2067.71,189.21,1892.1,175.61,Credit Card,Pending,,CUS8524,Debbie Green,Physical Store,Illinois,Keith Dennis,4 stars,33.53,Canceled,
2024-01-15,f23a3ef9-bd97-4b43-a282-30ff0500072b,PRD66025,Watch,Technology,2,213.57,10,384.43,115.5,231.0,153.43,Invoice,Paid,2024-01-17,CUS2055,Brian Powers,Online Store,California,Krista Mendez,1 star,16.36,Delivered,2024-01-22
2024-08-28,f02ecef5-8b5d-48ee-96b1-37be02fcaae9,PRD51553,Sofa,Clothing,7,304.63,0,2132.41,212.94,1490.58,641.83,Credit Card,Paid,2024-08-30,CUS1245,Kathy Glover,Online Store,Illinois,Jesse Williamson,2 stars,14.97,Delivered,2024-08-31
2023-12-17,d1b0ae66-bab8-4e3e-8646-1a1a4486079f,PRD54471,Smartphone,Accessories,4,439.39,5,1669.68,328.05,1312.2,357.48,Invoice,Paid,2023-12-18,CUS8889,Justin Fisher,Online Store,New York,Brittany Mcdonald,4 stars,24.57,Canceled,
2023-11-08,85978b4e-6bec-4ab5-9f7d-5abdc502ec86,PRD36419,Jeans,Furniture,2,151.11,10,272.0,119.6,239.2,32.8,Credit Card,Paid,2023-11-09,CUS4674,David Martin,Marketplace,Illinois,Lori Austin,5 stars,34.94,Delivered,2023-11-13
