Sale Date,Sale ID,Product ID,Product Name,Product Category,Quantity Sold,Unit Price,Discount (%),Total Value (with Discount),Unit Cost,Total Cost,Gross Profit,Payment Method,Payment Status,Payment Date,Customer ID,Customer Name,Sales Channel,Sales Region,Sales Representative,Customer Rating,Shipping Cost,Delivery Status,Delivery Date
2024-07-14,a26d3a76-b5d4-4453-aea4-988147ab7561,PRD95968,Smartphone,Clothing,3,447.05,10,1207.04,347.47,1042.41,164.63,Invoice,Paid,2024-07-17,CUS1482,Sherri Banks,Physical Store,Texas,Linda Walter,3 stars,7.19,Delivered,2024-07-18
2024-04-13,d2465083-076f-4249-ac8a-c0b8760c9cce,PRD24785,Jeans,Furniture,9,269.7,15,2063.2,163.86,1474.74,588.46,Pix,Paid,2024-04-18,CUS8897,Shawn Ellis,Marketplace,New York,Brian Perry,3 stars,43.44,Delivered,2024-04-19
2024-02-10,00344130-3c0f-43e3-9092-0a4dfb2e2236,PRD23420,Sofa,Furniture,3,444.92,10,1201.28,343.56,1030.68,170.6,Bank Transfer,Pending,,CUS4585,Michael Rose,Marketplace,Illinois,Nicholas Price,2 stars,49.23,Canceled,
2024-03-27,2dfae341-bced-45c8-af91-4cad6a143745,PRD16790,Coffee Maker,Appliances,3,475.19,5,1354.29,284.17,852.51,501.78,Credit Card,Canceled,,CUS1697,Amy Griffin,Online Store,Florida,Bailey Lopez,2 stars,33.88,Canceled,
2024-03-16,259c5b6a-7da0-4ab9-9961-e6caaee2e4b1,PRD91195,Coffee Maker,Technology,10,106.33,10,956.97,78.08,780.8,176.17,Credit Card,Canceled,,CUS3954,Brandon Fischer,Physical Store,California,Kenneth Blake,5 stars,15.76,In Transit,
2024-08-23,daab6a67-b8a9-4dbf-8105-a3d96bf32d26,PRD32230,Sofa,Furniture,10,330.45,10,2974.05,174.86,1748.6,1225.45,Pix,Paid,2024-08-25,CUS1341,Dr. Jennifer Garcia,Online Store,California,Ross Harper,4 stars,9.09,Canceled,
2023-12-08,78741362-3f8b-429d-867e-0c28c83bb942,PRD35016,Watch,Appliances,7,349.11,15,2077.2,234.44,1641.08,436.12,Credit Card,Canceled,,CUS9136,Sheri Jacobs,Marketplace,New York,Christopher Stone,3 stars,17.42,Canceled,
2024-04-29,cc217c19-eaf8-4cf7-9ec1-206450a9e6bf,PRD35601,Coffee Maker,Appliances,10,183.25,15,1557.62,120.57,1205.7,351.92,Bank Transfer,Pending,,CUS9047,Mark Meyer,Online Store,Florida,Benjamin Green,2 stars,12.77,Delivered,2024-05-02
2024-07-06,11e2dd62-a5d6-4bab-8767-5086afcfd712,PRD82116,Coffee Maker,Technology,10,122.73,20,981.84,86.41,864.1,117.74,Pix,Paid,2024-07-10,CUS5183,Christian Hurst,Physical Store,Florida,Joseph Sherman,4 stars,11.91,In Transit,
2024-07-19,0ff88be6-a0c0-466e-89fa-bac71154ac78,PRD91451,Jeans,Furniture,4,409.19,20,1309.41,296.71,1186.84,122.57,Invoice,Paid,2024-07-22,CUS8116,Brittany Baker,Online Store,Florida,Jennifer King,4 stars,42.29,In Transit,
2024-09-01,620f93be-6adb-4ace-b98a-77d43775648a,PRD35281,Sofa,Technology,4,214.23,15,728.38,119.57,478.28,250.1,Invoice,Paid,2024-09-05,CUS4988,Rose Bass,Marketplace,Florida,Brianna Thompson,3 stars,35.02,In Transit,
2023-11-19,29a68998-423f-46e2-b752-d0e4b2db8887,PRD23495,Coffee Maker,Technology,8,459.0,0,3672.0,361.6,2892.8,779.2,Credit Card,Canceled,,CUS4590,Rachel Smith,Marketplace,Florida,Melissa Humphrey,2 stars,11.27,Canceled,
2024-06-10,3778f908-48de-49f4-9dbf-7ea795441ca9,PRD78858,Watch,Appliances,7,207.0,20,1159.2,160.37,1122.59,36.61,Pix,Pending,,CUS4416,Victoria Owens,Physical Store,Illinois,Allison Williams,2 stars,20.55,In Transit,
