Sale Date,Sale ID,Product ID,Product Name,Product Category,Quantity Sold,Unit Price,Discount (%),Total Value (with Discount),Unit Cost,Total Cost,Gross Profit,Payment Method,Payment Status,Payment Date,Customer ID,Customer Name,Sales Channel,Sales Region,Sales Representative,Customer Rating,Shipping Cost,Delivery Status,Delivery Date
2024-01-05,3e3b4619-7f79-40de-b0ac-ebde5ebf6d9b,PRD98160,Sofa,Furniture,7,448.32,20,2510.59,351.3,2459.1,51.49,Pix,Canceled,,CUS7059,Gina Michael,Marketplace,Florida,Blake Chase,5 stars,9.73,In Transit,
2024-04-04,a8fca129-9d21-48a9-a3b3-3af36a2f92f9,PRD67146,Smartphone,Accessories,1,458.36,10,412.52,258.98,258.98,153.54,Bank Transfer,Paid,2024-04-09,CUS1984,Ann Collins,Marketplace,New York,Kelly Best,2 stars,18.91,In Transit,
2024-02-04,b278c987-0722-4239-83e4-dd288b5b3758,PRD45112,Smartphone,Appliances,7,80.56,10,507.53,62.57,437.99,69.54,Credit Card,Paid,2024-02-08,CUS2952,Barbara Howard,Physical Store,Texas,Lauren Ward,4 stars,6.51,Canceled,
2024-02-01,e1f37396-dba9-42c8-99ac-de26aa047ef8,PRD14710,Smartphone,Technology,2,136.67,5,259.67,103.04,206.08,53.59,Bank Transfer,Paid,2024-02-03,CUS3381,Courtney Becker,Physical Store,Florida,Austin Rice,5 stars,24.44,Canceled,
2024-06-07,03f69010-52ac-450c-bb6a-c628685a024d,PRD26114,Jeans,Furniture,4,348.27,20,1114.46,240.71,962.84,151.62,Credit Card,Canceled,,CUS8646,Lucas Tate,Online Store,Texas,Michelle Tate,1 star,15.18,Delivered,2024-06-13
2024-03-30,f19fef0e-912b-4c2a-88a5-2d44738bca58,PRD68249,Smartphone,Appliances,1,258.92,0,258.92,198.09,198.09,60.83,Pix,Pending,,CUS3658,Mrs. Lori Singh,Online Store,Illinois,Kristine Herrera,4 stars,6.09,Delivered,2024-04-08
2024-04-17,78f444ff-dd6c-4a8b-981d-6c6f451f96a3,PRD21943,Smartphone,Accessories,9,382.04,5,3266.44,203.28,1829.52,1436.92,Bank Transfer,Paid,2024-04-19,CUS3442,William Singh,Physical Store,Texas,Rebecca Stewart,1 star,47.4,In Transit,
2023-11-01,b2c17baa-05a8-4fcc-8f70-f866fd9bfe21,PRD40279,Jeans,Furniture,7,215.56,10,1358.03,143.46,1004.22,353.81,Pix,Canceled,,CUS9536,Matthew Mcbride,Physical Store,New York,Justin Myers,2 stars,22.97,Delivered,2023-11-09
2023-11-24,11bbee7f-fdf2-4ecd-9020-9ae594fe5131,PRD86931,Coffee Maker,Furniture,6,96.88,20,465.02,74.98,449.88,15.14,Invoice,Canceled,,CUS1987,Michael Carter,Online Store,Texas,Laura Carney,4 stars,27.46,In Transit,
2023-11-27,dd10d6a8-0e3d-4809-8efc-abcf2b89fe1b,PRD76480,Smartphone,Technology,6,361.16,10,1950.26,263.3,1579.8,370.46,Pix,Pending,,CUS2240,Jonathan Thomas,Online Store,California,Mrs. Hannah Frazier MD,5 stars,32.0,In Transit,
